Year of Birth,Gender,Ethnicity,Child's First Name,Count
2017,female,asian and pacific islander,lily,17
2017,female,asian and pacific islander,noor,17
2015,female,asian and pacific islander,alisha,17
2015,female,asian and pacific islander,arianna,17
2015,female,asian and pacific islander,cynthia,17
2015,female,asian and pacific islander,hanna,17
2015,female,asian and pacific islander,julia,17
2015,female,asian and pacific islander,kelly,17
2015,female,asian and pacific islander,rebecca,17
2016,female,black non hispanic,arielle,17
2016,female,black non hispanic,egypt,17
2016,female,black non hispanic,eliana,17
2016,female,black non hispanic,hannah,17
2016,female,black non hispanic,kiara,17
2016,female,black non hispanic,mya,17
2011,female,black non hispanic,amanda,17
2011,female,black non hispanic,christina,17
2011,female,black non hispanic,malia,17
2011,female,black non hispanic,sariah,17
2011,female,black non hispanic,tamia,17
2012,female,white non hispanic,angelina,17
2012,female,white non hispanic,crystal,17
2012,female,white non hispanic,ellie,17
2012,female,white non hispanic,isabelle,17
2012,female,white non hispanic,kate,17
2012,female,white non hispanic,kayla,17
2012,female,white non hispanic,linda,17
2012,female,white non hispanic,nina,17
2012,female,white non hispanic,xin,17
2012,female,white non hispanic,zara,17
2012,female,black non hispanic,ashley,17
2012,female,black non hispanic,gianna,17
2012,female,black non hispanic,janelle,17
2012,female,black non hispanic,leilani,17
2012,female,black non hispanic,mikayla,17
2012,female,black non hispanic,sydney,17
2012,female,black non hispanic,tiana,17
2012,female,black non hispanic,vanessa,17
2013,female,black non hispanic,genesis,17
2013,female,black non hispanic,jordyn,17
2013,female,black non hispanic,leila,17
2013,female,black non hispanic,mckenzie,17
2013,female,black non hispanic,payton,17
2018,male,asian and pacific islander,aarav,17
2018,male,asian and pacific islander,alvin,17
2018,male,black non hispanic,andrew,17
2018,male,asian and pacific islander,elvis,17
2018,male,asian and pacific islander,jaden,17
2018,male,asian and pacific islander,jeffrey,17
2018,male,asian and pacific islander,kai,17
2018,male,black non hispanic,khalil,17
2018,male,asian and pacific islander,sebastian,17
2018,male,black non hispanic,sincere,17
2018,male,asian and pacific islander,wesley,17
2018,male,asian and pacific islander,zayn,17
2019,male,black non hispanic,adrian,17
2019,male,black non hispanic,andrew,17
2019,male,black non hispanic,bryce,17
2019,male,black non hispanic,chance,17
2019,male,black non hispanic,israel,17
2019,male,black non hispanic,joel,17
2019,male,black non hispanic,justice,17
2019,male,black non hispanic,kamari,17
2019,male,black non hispanic,malik,17
2019,male,black non hispanic,royal,17
2019,male,black non hispanic,tristan,17
2019,male,asian and pacific islander,elijah,17
2019,male,asian and pacific islander,isaac,17
2019,male,asian and pacific islander,michael,17
2019,male,asian and pacific islander,wesley,17
2017,male,asian and pacific islander,alvin,17
2017,male,asian and pacific islander,carson,17
2017,male,asian and pacific islander,leon,17
2015,male,asian and pacific islander,aidan,17
2015,male,asian and pacific islander,ayan,17
2015,male,asian and pacific islander,christian,17
2015,male,asian and pacific islander,jackson,17
2015,male,asian and pacific islander,john,17
2015,male,asian and pacific islander,thomas,17
2015,male,asian and pacific islander,yusuf,17
2017,male,black non hispanic,andre,17
2017,male,black non hispanic,ibrahima,17
2017,male,black non hispanic,jackson,17
2017,male,black non hispanic,jaylen,17
2017,male,black non hispanic,kaden,17
2011,male,asian and pacific islander,charles,17
2011,male,asian and pacific islander,farhan,17
2011,male,asian and pacific islander,ibrahim,17
2011,male,asian and pacific islander,jake,17
2011,male,asian and pacific islander,jeremy,17
2011,male,asian and pacific islander,leon,17
2011,male,asian and pacific islander,victor,17
2013,male,asian and pacific islander,aarav,17
2013,male,asian and pacific islander,gabriel,17
2013,male,asian and pacific islander,hayden,17
2013,male,asian and pacific islander,jackson,17
2013,male,asian and pacific islander,theodore,17
2013,male,asian and pacific islander,timothy,17
2013,male,asian and pacific islander,vihaan,17
2016,male,black non hispanic,adrian,17
2016,male,black non hispanic,elias,17
2016,male,black non hispanic,john,17
2016,male,black non hispanic,legend,17
2016,male,black non hispanic,nolan,17
2016,male,black non hispanic,royal,17
2019,female,black non hispanic,ariel,16
2019,female,black non hispanic,avery,16
2019,female,black non hispanic,dream,16
2019,female,black non hispanic,ella,16
2019,female,black non hispanic,imani,16
2019,female,black non hispanic,kaylee,16
2019,female,black non hispanic,lyric,16
2019,female,asian and pacific islander,ariel,16
2019,female,asian and pacific islander,ashley,16
2019,female,asian and pacific islander,ayat,16
2019,female,asian and pacific islander,cynthia,16
2019,female,asian and pacific islander,jessica,16
2019,female,asian and pacific islander,jocelyn,16
2019,female,asian and pacific islander,madeline,16
2019,female,asian and pacific islander,sara,16
2019,female,asian and pacific islander,vivian,16
2011,female,asian and pacific islander,bella,16
2011,female,asian and pacific islander,hailey,16
2011,female,asian and pacific islander,leah,16
2011,female,asian and pacific islander,lillian,16
2011,female,asian and pacific islander,syeda,16
2011,female,asian and pacific islander,wendy,16
2017,female,black non hispanic,aissatou,16
2017,female,black non hispanic,alexis,16
2017,female,black non hispanic,angel,16
2017,female,black non hispanic,aniyah,16
2017,female,black non hispanic,arya,16
2017,female,black non hispanic,aubree,16
2017,female,black non hispanic,journee,16
2017,female,black non hispanic,londyn,16
2017,female,black non hispanic,mariah,16
2017,female,black non hispanic,mikayla,16
2017,female,black non hispanic,nia,16
2017,female,black non hispanic,nova,16
2017,female,black non hispanic,paris,16
2017,female,black non hispanic,zara,16
2018,female,asian and pacific islander,aleena,16
2018,female,asian and pacific islander,amaya,16
2018,female,asian and pacific islander,ariel,16
2018,female,asian and pacific islander,eleanor,16
2018,female,asian and pacific islander,elizabeth,16
2018,female,asian and pacific islander,hanna,16
2018,female,asian and pacific islander,isabelle,16
2018,female,asian and pacific islander,jasmine,16
2018,female,asian and pacific islander,jessica,16
2018,female,asian and pacific islander,josephine,16
2018,female,asian and pacific islander,natalie,16
2018,female,asian and pacific islander,nora,16
2014,female,asian and pacific islander,angel,16
2014,female,asian and pacific islander,elina,16
2014,female,asian and pacific islander,irene,16
2014,female,asian and pacific islander,jocelyn,16
2014,female,asian and pacific islander,natalie,16
2014,female,asian and pacific islander,sharon,16
2014,female,asian and pacific islander,syeda,16
2015,female,black non hispanic,alana,16
2015,female,black non hispanic,aliyah,16
2015,female,black non hispanic,aniyah,16
2015,female,black non hispanic,bella,16
2015,female,black non hispanic,genesis,16
2015,female,black non hispanic,imani,16
2015,female,black non hispanic,kimora,16
2015,female,black non hispanic,paris,16
2018,female,black non hispanic,aminata,16
2018,female,black non hispanic,amirah,16
2018,female,black non hispanic,ariana,16
2018,female,black non hispanic,ariel,16
2018,female,black non hispanic,imani,16
2018,female,black non hispanic,trinity,16
2014,female,black non hispanic,alana,16
2014,female,black non hispanic,eva,16
2014,female,black non hispanic,mariama,16
2014,female,black non hispanic,winter,16
2016,female,asian and pacific islander,amanda,16
2016,female,asian and pacific islander,amber,16
2016,female,asian and pacific islander,arianna,16
2016,female,asian and pacific islander,catherine,16
2016,female,asian and pacific islander,hanna,16
2016,female,asian and pacific islander,hoorain,16
2016,female,asian and pacific islander,kelly,16
2016,female,asian and pacific islander,manha,16
2016,female,asian and pacific islander,queena,16
2016,female,asian and pacific islander,sara,16
2013,female,asian and pacific islander,anaya,16
2013,female,asian and pacific islander,arianna,16
2013,female,asian and pacific islander,erin,16
2013,female,asian and pacific islander,jennifer,16
2013,female,asian and pacific islander,kelly,16
2013,female,asian and pacific islander,zoya,16
2017,female,asian and pacific islander,eshaal,16
2017,female,asian and pacific islander,joy,16
2017,female,asian and pacific islander,nicole,16
2017,female,asian and pacific islander,penelope,16
2015,female,asian and pacific islander,aleena,16
2015,female,asian and pacific islander,amber,16
2015,female,asian and pacific islander,irene,16
2015,female,asian and pacific islander,nina,16
2015,female,asian and pacific islander,sabrina,16
2015,female,asian and pacific islander,shirley,16
2016,female,black non hispanic,anaya,16
2016,female,black non hispanic,harmony,16
2016,female,black non hispanic,isabelle,16
2016,female,black non hispanic,janelle,16
2016,female,black non hispanic,journee,16
2016,female,black non hispanic,skyla,16
2011,female,black non hispanic,angel,16
2011,female,black non hispanic,ashley,16
2011,female,black non hispanic,aubrey,16
2011,female,black non hispanic,jayda,16
2011,female,black non hispanic,jordyn,16
2011,female,black non hispanic,nadia,16
2011,female,black non hispanic,princess,16
2011,female,black non hispanic,sade,16
2011,female,black non hispanic,tori,16
2012,female,white non hispanic,allison,16
2012,female,white non hispanic,erin,16
2012,female,white non hispanic,esther,16
2012,female,white non hispanic,leah,16
2012,female,white non hispanic,lillian,16
2012,female,white non hispanic,maggie,16
2012,female,black non hispanic,amelia,16
2012,female,black non hispanic,amira,16
2012,female,black non hispanic,fanta,16
2012,female,black non hispanic,jaliyah,16
2012,female,black non hispanic,kelsey,16
2012,female,black non hispanic,lyric,16
2012,female,black non hispanic,saniyah,16
2012,female,black non hispanic,sarai,16
2013,female,black non hispanic,alana,16
2013,female,black non hispanic,amber,16
2013,female,black non hispanic,ashley,16
2013,female,black non hispanic,gianna,16
2013,female,black non hispanic,harmony,16
2013,female,black non hispanic,kaylin,16
2013,female,black non hispanic,maliyah,16
2013,female,black non hispanic,samantha,16
2013,female,black non hispanic,talia,16
2013,female,black non hispanic,zuri,16
2018,male,asian and pacific islander,carter,16
2018,male,asian and pacific islander,edward,16
2018,male,asian and pacific islander,gavin,16
2018,male,black non hispanic,grayson,16
2018,male,asian and pacific islander,harrison,16
2018,male,asian and pacific islander,hudson,16
2018,male,asian and pacific islander,hunter,16
2018,male,asian and pacific islander,jackson,16
2018,male,black non hispanic,leo,16
2018,male,black non hispanic,mekhi,16
2018,male,black non hispanic,muhammad,16
2018,male,black non hispanic,oumar,16
2018,male,asian and pacific islander,raymond,16
2018,male,asian and pacific islander,tristan,16
2018,male,asian and pacific islander,zain,16
2019,male,black non hispanic,ezekiel,16
2019,male,black non hispanic,james,16
2019,male,black non hispanic,john,16
2019,male,black non hispanic,jonah,16
2019,male,black non hispanic,kevin,16
2019,male,black non hispanic,roman,16
2019,male,black non hispanic,shiloh,16
2019,male,black non hispanic,sincere,16
2019,male,black non hispanic,yusuf,16
2019,male,asian and pacific islander,arthur,16
2019,male,asian and pacific islander,david,16
2019,male,asian and pacific islander,md,16
2019,male,asian and pacific islander,musa,16
2017,male,asian and pacific islander,asher,16
2017,male,asian and pacific islander,jack,16
2017,male,asian and pacific islander,jordan,16
2017,male,asian and pacific islander,oscar,16
2017,male,asian and pacific islander,steven,16
2017,male,asian and pacific islander,zayan,16
2015,male,asian and pacific islander,gabriel,16
2015,male,asian and pacific islander,george,16
2015,male,asian and pacific islander,kayden,16
2015,male,asian and pacific islander,kingsley,16
2015,male,asian and pacific islander,maxwell,16
2015,male,asian and pacific islander,miles,16
2015,male,asian and pacific islander,musa,16
2015,male,asian and pacific islander,rayyan,16
2015,male,asian and pacific islander,timothy,16
2015,male,asian and pacific islander,wilson,16
2017,male,black non hispanic,abdoulaye,16
2017,male,black non hispanic,caiden,16
2017,male,black non hispanic,chance,16
2017,male,black non hispanic,evan,16
2017,male,black non hispanic,giovanni,16
2017,male,black non hispanic,grayson,16
2017,male,black non hispanic,kevin,16
2017,male,black non hispanic,omar,16
2017,male,black non hispanic,shawn,16
2011,male,asian and pacific islander,caleb,16
2011,male,asian and pacific islander,nathaniel,16
2011,male,asian and pacific islander,ricky,16
2011,male,asian and pacific islander,syed,16
2011,male,asian and pacific islander,timothy,16
2011,male,asian and pacific islander,tony,16
2019,female,black non hispanic,aicha,15
2019,female,black non hispanic,amara,15
2019,female,black non hispanic,amora,15
2019,female,black non hispanic,aubrey,15
2019,female,black non hispanic,dior,15
2019,female,black non hispanic,khadijah,15
2019,female,black non hispanic,kimora,15
2019,female,black non hispanic,leila,15
2019,female,black non hispanic,mackenzie,15
2019,female,black non hispanic,mariama,15
2019,female,black non hispanic,maya,15
2019,female,black non hispanic,milan,15
2019,female,black non hispanic,royalty,15
2019,female,black non hispanic,ryan,15
2019,female,black non hispanic,sarah,15
2019,female,asian and pacific islander,amy,15
2019,female,asian and pacific islander,angelina,15
2019,female,asian and pacific islander,catherine,15
2019,female,asian and pacific islander,khadija,15
2019,female,asian and pacific islander,madison,15
2019,female,asian and pacific islander,melody,15
2019,female,asian and pacific islander,rachel,15
2019,female,asian and pacific islander,stella,15
2011,female,asian and pacific islander,ariana,15
2011,female,asian and pacific islander,elizabeth,15
2011,female,asian and pacific islander,jocelyn,15
2011,female,asian and pacific islander,lily,15
2011,female,asian and pacific islander,queenie,15
2011,female,asian and pacific islander,vanessa,15
2017,female,black non hispanic,aicha,15
2017,female,black non hispanic,amara,15
2017,female,black non hispanic,aubrey,15
2017,female,black non hispanic,blessing,15
2017,female,black non hispanic,elizabeth,15
2017,female,black non hispanic,mariama,15
2017,female,black non hispanic,morgan,15
2017,female,black non hispanic,sophia,15
2018,female,asian and pacific islander,angela,15
2018,female,asian and pacific islander,nicole,15
2018,female,asian and pacific islander,rachel,15
2018,female,asian and pacific islander,zoya,15
2014,female,asian and pacific islander,allison,15
2014,female,asian and pacific islander,amanda,15
2014,female,asian and pacific islander,caroline,15
2014,female,asian and pacific islander,hanna,15
2014,female,asian and pacific islander,joyce,15
2014,female,asian and pacific islander,katie,15
2014,female,asian and pacific islander,naomi,15
2014,female,asian and pacific islander,penelope,15
2014,female,asian and pacific islander,vicky,15
2015,female,black non hispanic,egypt,15
2015,female,black non hispanic,gianna,15
2015,female,black non hispanic,hawa,15
2015,female,black non hispanic,mikayla,15
2015,female,black non hispanic,miracle,15
2015,female,black non hispanic,nova,15
2015,female,black non hispanic,samara,15
2015,female,black non hispanic,skye,15
2015,female,black non hispanic,skyler,15
2015,female,black non hispanic,summer,15
2018,female,black non hispanic,christina,15
2018,female,black non hispanic,leilani,15
2018,female,black non hispanic,sage,15
2018,female,black non hispanic,saniyah,15
2014,female,black non hispanic,aisha,15
2014,female,black non hispanic,amira,15
2014,female,black non hispanic,arielle,15
2014,female,black non hispanic,bella,15
2014,female,black non hispanic,kiara,15
2014,female,black non hispanic,lyric,15
2014,female,black non hispanic,mackenzie,15
2014,female,black non hispanic,sanai,15
2014,female,black non hispanic,sarai,15
2016,female,asian and pacific islander,athena,15
2016,female,asian and pacific islander,ayat,15
2016,female,asian and pacific islander,hana,15
2016,female,asian and pacific islander,jocelyn,15
2016,female,asian and pacific islander,julia,15
2016,female,asian and pacific islander,penelope,15
2016,female,asian and pacific islander,serena,15
2013,female,asian and pacific islander,abby,15
2013,female,asian and pacific islander,anya,15
2013,female,asian and pacific islander,christine,15
2013,female,asian and pacific islander,crystal,15
2013,female,asian and pacific islander,isabelle,15
2013,female,asian and pacific islander,julia,15
2013,female,asian and pacific islander,selena,15
2013,female,asian and pacific islander,shirley,15
2017,female,asian and pacific islander,jenny,15
2017,female,asian and pacific islander,jocelyn,15
2017,female,asian and pacific islander,kaylee,15
2017,female,asian and pacific islander,layla,15
2017,female,asian and pacific islander,lillian,15
2017,female,asian and pacific islander,naomi,15
2015,female,asian and pacific islander,anika,15
2015,female,asian and pacific islander,elina,15
2015,female,asian and pacific islander,elsa,15
2015,female,asian and pacific islander,emilia,15
2015,female,asian and pacific islander,harper,15
2015,female,asian and pacific islander,isabelle,15
2015,female,asian and pacific islander,zoey,15
2016,female,black non hispanic,alani,15
2016,female,black non hispanic,amira,15
2016,female,black non hispanic,brianna,15
2016,female,black non hispanic,jade,15
2016,female,black non hispanic,maliyah,15
2016,female,black non hispanic,sage,15
2016,female,black non hispanic,zariah,15
2011,female,black non hispanic,amani,15
2011,female,black non hispanic,amira,15
2011,female,black non hispanic,dakota,15
2011,female,black non hispanic,egypt,15
2011,female,black non hispanic,emma,15
2011,female,black non hispanic,fanta,15
2011,female,black non hispanic,genesis,15
2011,female,black non hispanic,grace,15
2011,female,black non hispanic,hawa,15
2011,female,black non hispanic,riley,15
2011,female,black non hispanic,sarai,15
2011,female,black non hispanic,shiloh,15
2011,female,black non hispanic,skye,15
2011,female,black non hispanic,summer,15
2012,female,white non hispanic,cindy,15
2012,female,white non hispanic,connie,15
2012,female,white non hispanic,eileen,15
2012,female,white non hispanic,eleanor,15
2012,female,white non hispanic,gabriella,15
2012,female,white non hispanic,kylie,15
2012,female,white non hispanic,mandy,15
2012,female,white non hispanic,manha,15
2012,female,white non hispanic,tina,15
2012,female,white non hispanic,vanessa,15
2012,female,black non hispanic,alicia,15
2012,female,black non hispanic,janiyah,15
2012,female,black non hispanic,kyla,15
2012,female,black non hispanic,kylee,15
2012,female,black non hispanic,samara,15
2012,female,black non hispanic,sariah,15
2013,female,black non hispanic,aniya,15
2013,female,black non hispanic,eden,15
2013,female,black non hispanic,lily,15
2013,female,black non hispanic,sofia,15
2018,male,black non hispanic,abdoulaye,15
2018,male,asian and pacific islander,abdul,15
2018,male,black non hispanic,ali,15
2018,male,asian and pacific islander,ayden,15
2018,male,asian and pacific islander,bryan,15
2018,male,asian and pacific islander,caleb,15
2018,male,asian and pacific islander,darren,15
2018,male,black non hispanic,ezekiel,15
2018,male,asian and pacific islander,gabriel,15
2018,male,asian and pacific islander,grayson,15
2018,male,black non hispanic,jaxson,15
2018,male,asian and pacific islander,joseph,15
2018,male,black non hispanic,marcus,15
2018,male,black non hispanic,maximus,15
2018,male,black non hispanic,roman,15
2018,male,black non hispanic,zaiden,15
2019,male,black non hispanic,abdoulaye,15
2019,male,black non hispanic,caiden,15
2019,male,black non hispanic,jaxson,15
2019,male,black non hispanic,lucas,15
2019,male,black non hispanic,omar,15
2019,male,black non hispanic,omari,15
2019,male,asian and pacific islander,abrar,15
2019,male,asian and pacific islander,allen,15
2019,male,asian and pacific islander,ayan,15
2019,male,asian and pacific islander,cody,15
2019,male,asian and pacific islander,darren,15
2019,male,asian and pacific islander,gabriel,15
2019,male,asian and pacific islander,shayan,15
2017,male,asian and pacific islander,devin,15
2017,male,asian and pacific islander,eden,15
2017,male,asian and pacific islander,edward,15
2017,male,asian and pacific islander,kimi,15
2017,male,asian and pacific islander,mustafa,15
2017,male,asian and pacific islander,nolan,15
2017,male,asian and pacific islander,rayyan,15
2015,male,asian and pacific islander,aarav,15
2015,male,asian and pacific islander,ahmad,15
2015,male,asian and pacific islander,aryan,15
2015,male,asian and pacific islander,gary,15
2015,male,asian and pacific islander,lawrence,15
2015,male,asian and pacific islander,louis,15
2015,male,asian and pacific islander,luca,15
2015,male,asian and pacific islander,nelson,15
2017,male,black non hispanic,august,15
2017,male,black non hispanic,isaac,15
2017,male,black non hispanic,khalil,15
2017,male,black non hispanic,kyle,15
2017,male,black non hispanic,marcus,15
2017,male,black non hispanic,zane,15
2019,female,black non hispanic,aliyah,14
2019,female,black non hispanic,bintou,14
2019,female,black non hispanic,isabelle,14
2019,female,black non hispanic,journey,14
2019,female,black non hispanic,laila,14
2019,female,black non hispanic,melanie,14
2019,female,black non hispanic,michelle,14
2019,female,black non hispanic,milani,14
2019,female,black non hispanic,sage,14
2019,female,black non hispanic,shiloh,14
2019,female,black non hispanic,winter,14
2019,female,asian and pacific islander,abby,14
2019,female,asian and pacific islander,julia,14
2019,female,asian and pacific islander,nora,14
2011,female,asian and pacific islander,amelia,14
2011,female,asian and pacific islander,anika,14
2011,female,asian and pacific islander,charlotte,14
2011,female,asian and pacific islander,cindy,14
2011,female,asian and pacific islander,cynthia,14
2011,female,asian and pacific islander,janice,14
2011,female,asian and pacific islander,joy,14
2011,female,asian and pacific islander,katelyn,14
2011,female,asian and pacific islander,tina,14
2011,female,asian and pacific islander,zara,14
2017,female,black non hispanic,ariyah,14
2017,female,black non hispanic,brianna,14
2017,female,black non hispanic,brooke,14
2017,female,black non hispanic,gabrielle,14
2017,female,black non hispanic,jasmine,14
2017,female,black non hispanic,kelsey,14
2017,female,black non hispanic,lauren,14
2017,female,black non hispanic,melanie,14
2017,female,black non hispanic,mya,14
2017,female,black non hispanic,sarai,14
2018,female,asian and pacific islander,alisha,14
2018,female,asian and pacific islander,allison,14
2018,female,asian and pacific islander,anabia,14
2018,female,asian and pacific islander,ayesha,14
2018,female,asian and pacific islander,catherine,14
2018,female,asian and pacific islander,jannat,14
2018,female,asian and pacific islander,kaitlyn,14
2018,female,asian and pacific islander,katherine,14
2018,female,asian and pacific islander,kira,14
2018,female,asian and pacific islander,lydia,14
2018,female,asian and pacific islander,madeline,14
2018,female,asian and pacific islander,melody,14
2018,female,asian and pacific islander,miya,14
2018,female,asian and pacific islander,syeda,14
2018,female,asian and pacific islander,tiffany,14
2014,female,asian and pacific islander,anne,14
2014,female,asian and pacific islander,ariel,14
2014,female,asian and pacific islander,kelly,14
2014,female,asian and pacific islander,kylie,14
2014,female,asian and pacific islander,lillian,14
2014,female,asian and pacific islander,lily,14
2014,female,asian and pacific islander,maggie,14
2014,female,asian and pacific islander,miranda,14
2014,female,asian and pacific islander,sara,14
2014,female,asian and pacific islander,selena,14
2015,female,black non hispanic,charlotte,14
2015,female,black non hispanic,dakota,14
2015,female,black non hispanic,hannah,14
2015,female,black non hispanic,melanie,14
2015,female,black non hispanic,sanai,14
2018,female,black non hispanic,alyssa,14
2018,female,black non hispanic,aniya,14
2018,female,black non hispanic,heavenly,14
2018,female,black non hispanic,kennedy,14
2018,female,black non hispanic,lyric,14
2018,female,black non hispanic,skyla,14
2014,female,black non hispanic,angelina,14
2014,female,black non hispanic,annabelle,14
2014,female,black non hispanic,brooklyn,14
2014,female,black non hispanic,gianna,14
2014,female,black non hispanic,hawa,14
2014,female,black non hispanic,kelsey,14
2014,female,black non hispanic,logan,14
2014,female,black non hispanic,madisyn,14
2014,female,black non hispanic,malaysia,14
2014,female,black non hispanic,samantha,14
2014,female,black non hispanic,sanaa,14
2014,female,black non hispanic,violet,14
2014,female,black non hispanic,zara,14
2016,female,asian and pacific islander,clara,14
2016,female,asian and pacific islander,elaine,14
2016,female,asian and pacific islander,emilia,14
2016,female,asian and pacific islander,inaya,14
2016,female,asian and pacific islander,jacqueline,14
2016,female,asian and pacific islander,leanna,14
2016,female,asian and pacific islander,lydia,14
2016,female,asian and pacific islander,mina,14
2016,female,asian and pacific islander,samantha,14
2016,female,asian and pacific islander,vicky,14
2016,female,asian and pacific islander,winnie,14
2013,female,asian and pacific islander,chelsea,14
2013,female,asian and pacific islander,christina,14
2013,female,asian and pacific islander,daphne,14
2013,female,asian and pacific islander,jenna,14
2013,female,asian and pacific islander,joyce,14
2013,female,asian and pacific islander,madelyn,14
2013,female,asian and pacific islander,manha,14
2013,female,asian and pacific islander,megan,14
2013,female,asian and pacific islander,riya,14
2013,female,asian and pacific islander,serena,14
2013,female,asian and pacific islander,zahra,14
2017,female,asian and pacific islander,abby,14
2017,female,asian and pacific islander,aiza,14
2017,female,asian and pacific islander,amber,14
2017,female,asian and pacific islander,anabia,14
2017,female,asian and pacific islander,ariel,14
2017,female,asian and pacific islander,arisha,14
2017,female,asian and pacific islander,aurora,14
2017,female,asian and pacific islander,eliana,14
2017,female,asian and pacific islander,irene,14
2017,female,asian and pacific islander,ivy,14
2017,female,asian and pacific islander,madeline,14
2017,female,asian and pacific islander,michelle,14
2017,female,asian and pacific islander,stephanie,14
2015,female,asian and pacific islander,celine,14
2015,female,asian and pacific islander,jannat,14
2015,female,asian and pacific islander,leela,14
2015,female,asian and pacific islander,mariam,14
2015,female,asian and pacific islander,nabiha,14
2016,female,black non hispanic,amirah,14
2016,female,black non hispanic,brooke,14
2016,female,black non hispanic,kali,14
2016,female,black non hispanic,londyn,14
2016,female,black non hispanic,mckenzie,14
2016,female,black non hispanic,nala,14
2016,female,black non hispanic,nova,14
2016,female,black non hispanic,sarai,14
2016,female,black non hispanic,zara,14
2011,female,black non hispanic,aicha,14
2011,female,black non hispanic,amina,14
2011,female,black non hispanic,kaliyah,14
2011,female,black non hispanic,maliyah,14
2011,female,black non hispanic,sasha,14
2011,female,black non hispanic,shania,14
2011,female,black non hispanic,zariah,14
2012,female,white non hispanic,angel,14
2012,female,white non hispanic,anisha,14
2012,female,white non hispanic,christine,14
2012,female,white non hispanic,elina,14
2012,female,white non hispanic,janice,14
2012,female,white non hispanic,joy,14
2012,female,white non hispanic,mila,14
2012,female,white non hispanic,rebecca,14
2012,female,white non hispanic,sharon,14
2012,female,white non hispanic,zahra,14
2012,female,black non hispanic,aicha,14
2012,female,black non hispanic,amiyah,14
2012,female,black non hispanic,angel,14
2012,female,black non hispanic,aubree,14
2012,female,black non hispanic,bella,14
2012,female,black non hispanic,christina,14
2012,female,black non hispanic,kaitlyn,14
2012,female,black non hispanic,maliyah,14
2012,female,black non hispanic,melody,14
2012,female,black non hispanic,michelle,14
2012,female,black non hispanic,skylah,14
2013,female,black non hispanic,aissatou,14
2013,female,black non hispanic,aliyah,14
2013,female,black non hispanic,amira,14
2013,female,black non hispanic,aria,14
2013,female,black non hispanic,janiyah,14
2013,female,black non hispanic,lyric,14
2013,female,black non hispanic,sanaa,14
2013,female,black non hispanic,sanai,14
2013,female,black non hispanic,skylah,14
2013,female,black non hispanic,tamia,14
2018,male,black non hispanic,ace,14
2018,male,black non hispanic,adrian,14
2018,male,asian and pacific islander,ahmed,14
2018,male,asian and pacific islander,aidan,14
2018,male,asian and pacific islander,arjun,14
2018,male,asian and pacific islander,george,14
2018,male,asian and pacific islander,hayden,14
2018,male,black non hispanic,jamari,14
2018,male,black non hispanic,joel,14
2018,male,asian and pacific islander,kingsley,14
2018,male,black non hispanic,kyle,14
2018,male,black non hispanic,luke,14
2018,male,black non hispanic,major,14
2018,male,black non hispanic,preston,14
2018,male,black non hispanic,princeton,14
2018,male,asian and pacific islander,rayyan,14
2018,male,black non hispanic,zayden,14
2019,male,black non hispanic,ace,14
2019,male,black non hispanic,cayden,14
2019,male,black non hispanic,jasiah,14
2019,male,black non hispanic,jesse,14
2019,male,black non hispanic,joseph,14
2019,male,black non hispanic,khalil,14
2019,male,black non hispanic,mekhi,14
2019,male,black non hispanic,miles,14
2019,male,black non hispanic,preston,14
2019,male,black non hispanic,royce,14
2019,male,black non hispanic,saint,14
2019,male,black non hispanic,thierno,14
2019,male,asian and pacific islander,aayan,14
2019,male,asian and pacific islander,ahmed,14
2019,male,asian and pacific islander,aidan,14
2019,male,asian and pacific islander,arjun,14
2019,male,asian and pacific islander,asher,14
2019,male,asian and pacific islander,bryan,14
2019,male,asian and pacific islander,derek,14
2019,male,asian and pacific islander,grayson,14
2019,male,asian and pacific islander,hamza,14
2019,male,asian and pacific islander,jeffrey,14
2019,male,asian and pacific islander,kingsley,14
2019,male,asian and pacific islander,maxwell,14
2019,male,asian and pacific islander,neil,14
2019,male,asian and pacific islander,nolan,14
2019,male,asian and pacific islander,oscar,14
2019,male,asian and pacific islander,steven,14
2019,male,asian and pacific islander,syed,14
2019,male,asian and pacific islander,xavier,14
2019,male,asian and pacific islander,zain,14
2017,male,asian and pacific islander,aayan,14
2017,male,asian and pacific islander,ahmed,14
2017,male,asian and pacific islander,hayden,14
2017,male,asian and pacific islander,jeffrey,14
2017,male,asian and pacific islander,sebastian,14
2017,male,asian and pacific islander,victor,14
2017,male,asian and pacific islander,yusuf,14
2019,female,black non hispanic,alexis,13
2019,female,black non hispanic,amirah,13
2019,female,black non hispanic,emily,13
2019,female,black non hispanic,hailey,13
2019,female,black non hispanic,hope,13
2019,female,black non hispanic,jaliyah,13
2019,female,black non hispanic,jasmine,13
2019,female,black non hispanic,trinity,13
2019,female,black non hispanic,zainab,13
2019,female,asian and pacific islander,ada,13
2019,female,asian and pacific islander,aleena,13
2019,female,asian and pacific islander,allison,13
2019,female,asian and pacific islander,ariella,13
2019,female,asian and pacific islander,athena,13
2019,female,asian and pacific islander,aurora,13
2019,female,asian and pacific islander,elise,13
2019,female,asian and pacific islander,elizabeth,13
2019,female,asian and pacific islander,ivy,13
2019,female,asian and pacific islander,kaylee,13
2019,female,asian and pacific islander,michelle,13
2019,female,asian and pacific islander,naomi,13
2011,female,asian and pacific islander,ada,13
